UE,RSRP,RSRQ,SINR,Cluster,Time
ue0,-92.0,-16.0,7.0,2,2025-06-07 23:27:22.309176
ue0,-93.0,-16.0,7.0,2,2025-06-07 23:27:23.572739
ue1,-108.0,-9.0,15.0,0,2025-06-07 23:27:23.572882
ue0,-93.0,-16.0,7.0,2,2025-06-07 23:27:24.834563
ue1,-109.0,-11.0,13.0,0,2025-06-07 23:27:24.834712
ue0,-93.0,-16.0,8.0,2,2025-06-07 23:27:26.091341
ue1,-107.0,-11.0,14.0,0,2025-06-07 23:27:26.095542
ue0,-93.0,-16.0,7.0,2,2025-06-07 23:27:27.342751
ue1,-108.0,-12.0,14.0,0,2025-06-07 23:27:27.363003
ue0,-93.0,-16.0,8.0,2,2025-06-07 23:27:28.594207
ue1,-110.0,-10.0,14.0,0,2025-06-07 23:27:28.614491
ue0,-93.0,-16.0,8.0,2,2025-06-07 23:27:29.850442
ue1,-109.0,-12.0,13.0,0,2025-06-07 23:27:29.878841
ue0,-92.0,-15.0,8.0,2,2025-06-07 23:27:31.115066
ue1,-109.0,-10.0,15.0,0,2025-06-07 23:27:31.167357
ue0,-92.0,-15.0,8.0,2,2025-06-07 23:27:32.366550
ue1,-109.0,-11.0,13.0,0,2025-06-07 23:27:32.442450
ue0,-93.0,-15.0,8.0,2,2025-06-07 23:27:33.631051
ue1,-110.0,-11.0,15.0,0,2025-06-07 23:27:33.702622
ue0,-93.0,-16.0,7.0,2,2025-06-07 23:27:34.882518
ue1,-109.0,-9.0,14.0,0,2025-06-07 23:27:34.962785
ue0,-93.0,-16.0,7.0,2,2025-06-07 23:27:36.133970
ue1,-110.0,-9.0,15.0,0,2025-06-07 23:27:36.242884
ue0,-92.0,-16.0,7.0,2,2025-06-07 23:27:37.385507
ue1,-109.0,-11.0,16.0,0,2025-06-07 23:27:37.494431
ue0,-93.0,-16.0,8.0,2,2025-06-07 23:27:38.637030
ue1,-110.0,-9.0,14.0,0,2025-06-07 23:27:38.746655
ue0,-93.0,-16.0,7.0,2,2025-06-07 23:27:39.888558
ue1,-109.0,-9.0,15.0,0,2025-06-07 23:27:40.000391
ue0,-93.0,-16.0,6.0,2,2025-06-07 23:27:41.140088
ue1,-108.0,-10.0,15.0,0,2025-06-07 23:27:41.252026
ue0,-93.0,-16.0,8.0,2,2025-06-07 23:27:42.391561
ue1,-107.0,-9.0,15.0,0,2025-06-07 23:27:42.508776
ue0,-92.0,-16.0,7.0,2,2025-06-07 23:27:43.661545
ue1,-108.0,-9.0,15.0,0,2025-06-07 23:27:43.759548
ue0,-93.0,-16.0,7.0,2,2025-06-07 23:27:44.919767
ue1,-109.0,-9.0,15.0,0,2025-06-07 23:27:45.011772
ue0,-92.0,-16.0,7.0,2,2025-06-07 23:27:46.171323
ue1,-107.0,-11.0,15.0,0,2025-06-07 23:27:46.267849
ue0,-93.0,-16.0,7.0,2,2025-06-07 23:27:47.422868
ue1,-108.0,-11.0,15.0,0,2025-06-07 23:27:47.547541
ue0,-93.0,-16.0,7.0,2,2025-06-07 23:27:48.686202
ue1,-108.0,-17.0,14.0,1,2025-06-07 23:27:48.815379
ue0,-93.0,-16.0,8.0,2,2025-06-07 23:27:49.965155
ue1,-107.0,-11.0,15.0,0,2025-06-07 23:27:50.073500
ue0,-93.0,-16.0,7.0,2,2025-06-07 23:27:51.216691
ue1,-107.0,-11.0,15.0,0,2025-06-07 23:27:51.354678
ue0,-92.0,-16.0,7.0,2,2025-06-07 23:27:52.495548
ue1,-109.0,-9.0,16.0,0,2025-06-07 23:27:52.606156
ue0,-92.0,-16.0,6.0,2,2025-06-07 23:27:53.762501
ue1,-110.0,-12.0,12.0,0,2025-06-07 23:27:53.862758
ue0,-92.0,-16.0,7.0,2,2025-06-07 23:27:55.013991
ue1,-109.0,-12.0,14.0,0,2025-06-07 23:27:55.129539
ue0,-92.0,-16.0,7.0,2,2025-06-07 23:27:56.288639
ue1,-110.0,-13.0,13.0,0,2025-06-07 23:27:56.381061
ue0,-92.0,-16.0,7.0,2,2025-06-07 23:27:57.570096
ue1,-110.0,-9.0,15.0,0,2025-06-07 23:27:57.643389
ue0,-92.0,-16.0,8.0,2,2025-06-07 23:27:58.821616
ue1,-108.0,-9.0,15.0,0,2025-06-07 23:27:58.915524
ue0,-92.0,-15.0,9.0,2,2025-06-07 23:28:00.073130
ue1,-107.0,-9.0,16.0,0,2025-06-07 23:28:00.172108
ue0,-92.0,-16.0,7.0,2,2025-06-07 23:28:01.324640
ue1,-109.0,-10.0,15.0,0,2025-06-07 23:28:01.428699
ue0,-90.0,-15.0,7.0,2,2025-06-07 23:28:02.581680
ue1,-108.0,-10.0,14.0,0,2025-06-07 23:28:02.679548
ue0,-89.0,-15.0,8.0,2,2025-06-07 23:28:03.864733
ue1,-110.0,-13.0,13.0,0,2025-06-07 23:28:03.931068
ue0,-88.0,-15.0,7.0,2,2025-06-07 23:28:05.115538
ue1,-109.0,-12.0,13.0,0,2025-06-07 23:28:05.208223
ue0,-89.0,-15.0,8.0,2,2025-06-07 23:28:06.367078
ue1,-109.0,-10.0,16.0,0,2025-06-07 23:28:06.479541
ue0,-88.0,-14.0,8.0,2,2025-06-07 23:28:07.626177
ue1,-109.0,-10.0,14.0,0,2025-06-07 23:28:07.731056
ue0,-88.0,-14.0,8.0,2,2025-06-07 23:28:08.877725
ue1,-110.0,-10.0,14.0,0,2025-06-07 23:28:08.988968
ue0,-88.0,-14.0,9.0,2,2025-06-07 23:28:10.129208
ue1,-109.0,-11.0,15.0,0,2025-06-07 23:28:10.239538
ue0,-88.0,-14.0,8.0,2,2025-06-07 23:28:11.380620
ue1,-108.0,-9.0,16.0,0,2025-06-07 23:28:11.490991
ue0,-88.0,-14.0,8.0,2,2025-06-07 23:28:12.631569
ue1,-107.0,-13.0,14.0,0,2025-06-07 23:28:12.751446
ue0,-89.0,-15.0,7.0,2,2025-06-07 23:28:13.883112
ue1,-109.0,-10.0,14.0,0,2025-06-07 23:28:14.002923
ue0,-89.0,-15.0,7.0,2,2025-06-07 23:28:15.134164
ue1,-107.0,-12.0,14.0,0,2025-06-07 23:28:15.274726
ue1,-107.0,-13.0,14.0,0,2025-06-07 23:28:16.526258
ue1,-109.0,-13.0,13.0,0,2025-06-07 23:28:17.782797
ue1,-107.0,-10.0,15.0,0,2025-06-07 23:28:19.034304
ue1,-109.0,-10.0,14.0,0,2025-06-07 23:28:20.285813
ue1,-110.0,-10.0,14.0,0,2025-06-07 23:28:21.537313
ue1,-110.0,-11.0,14.0,0,2025-06-07 23:28:22.788662
ue1,-109.0,-10.0,15.0,0,2025-06-07 23:28:24.070134
ue1,-110.0,-10.0,14.0,0,2025-06-07 23:28:25.321959
ue1,-108.0,-11.0,14.0,0,2025-06-07 23:28:26.573508
ue1,-111.0,-10.0,14.0,0,2025-06-07 23:28:27.825020
ue1,-107.0,-10.0,16.0,0,2025-06-07 23:28:29.091960
ue1,-109.0,-9.0,14.0,0,2025-06-07 23:28:30.357689
ue1,-109.0,-12.0,14.0,0,2025-06-07 23:28:31.628745
ue1,-108.0,-9.0,16.0,0,2025-06-07 23:28:32.902454
ue1,-107.0,-9.0,16.0,0,2025-06-07 23:28:34.171565
ue1,-109.0,-12.0,14.0,0,2025-06-07 23:28:35.423071
ue1,-110.0,-10.0,15.0,0,2025-06-07 23:28:36.674568
ue1,-109.0,-12.0,16.0,0,2025-06-07 23:28:37.926063
ue1,-108.0,-10.0,14.0,0,2025-06-07 23:28:39.177578
ue1,-109.0,-10.0,15.0,0,2025-06-07 23:28:40.429055
ue1,-109.0,-9.0,15.0,0,2025-06-07 23:28:41.680571
ue1,-109.0,-9.0,15.0,0,2025-06-07 23:28:42.931564
ue1,-109.0,-12.0,13.0,0,2025-06-07 23:28:44.183081
ue1,-110.0,-12.0,13.0,0,2025-06-07 23:28:45.434617
ue1,-109.0,-11.0,14.0,0,2025-06-07 23:28:46.686070
ue1,-104.0,-10.0,15.0,0,2025-06-07 23:28:47.937161
ue1,-104.0,-10.0,15.0,0,2025-06-07 23:28:49.204529
ue1,-103.0,-12.0,16.0,0,2025-06-07 23:28:50.466954
ue1,-101.0,-11.0,16.0,0,2025-06-07 23:28:51.717904
ue1,-101.0,-12.0,15.0,0,2025-06-07 23:28:52.969417
ue1,-101.0,-11.0,16.0,0,2025-06-07 23:28:54.243089
ue1,-101.0,-11.0,16.0,0,2025-06-07 23:28:55.504330
ue1,-100.0,-9.0,16.0,0,2025-06-07 23:28:56.755535
ue1,-102.0,-8.0,15.0,0,2025-06-07 23:28:58.007044
ue1,-101.0,-13.0,15.0,0,2025-06-07 23:28:59.265631
ue1,-103.0,-12.0,15.0,0,2025-06-07 23:29:00.517086
ue1,-103.0,-9.0,14.0,0,2025-06-07 23:29:01.768585
ue1,-101.0,-13.0,16.0,0,2025-06-07 23:29:03.019566
ue1,-103.0,-9.0,14.0,0,2025-06-07 23:29:04.283515
ue1,-101.0,-8.0,15.0,0,2025-06-07 23:29:05.535029
ue1,-101.0,-14.0,15.0,0,2025-06-07 23:29:06.786609
ue1,-100.0,-14.0,16.0,0,2025-06-07 23:29:08.059553
ue1,-101.0,-14.0,15.0,0,2025-06-07 23:29:09.316097
ue1,-102.0,-14.0,14.0,0,2025-06-07 23:29:10.567530
ue1,-101.0,-14.0,15.0,0,2025-06-07 23:29:11.870241
ue0,-106.0,-16.0,9.0,1,2025-06-07 23:29:12.669306
ue1,-101.0,-13.0,16.0,0,2025-06-07 23:29:13.127673
ue0,-107.0,-17.0,7.0,1,2025-06-07 23:29:13.920650
ue1,-103.0,-14.0,14.0,0,2025-06-07 23:29:14.383548
ue0,-107.0,-17.0,9.0,1,2025-06-07 23:29:15.178959
ue1,-103.0,-12.0,15.0,0,2025-06-07 23:29:15.635052
ue0,-107.0,-17.0,9.0,1,2025-06-07 23:29:16.446026
ue1,-102.0,-14.0,15.0,0,2025-06-07 23:29:16.886559
ue0,-107.0,-17.0,8.0,1,2025-06-07 23:29:17.703608
ue1,-104.0,-13.0,15.0,0,2025-06-07 23:29:18.138062
ue0,-107.0,-17.0,8.0,1,2025-06-07 23:29:18.955132
ue1,-104.0,-14.0,14.0,0,2025-06-07 23:29:19.391044
ue0,-107.0,-17.0,7.0,1,2025-06-07 23:29:20.219632
ue1,-104.0,-14.0,15.0,0,2025-06-07 23:29:20.663767
ue0,-107.0,-17.0,7.0,1,2025-06-07 23:29:21.471146
ue1,-104.0,-14.0,14.0,0,2025-06-07 23:29:21.915561
ue0,-107.0,-17.0,7.0,1,2025-06-07 23:29:22.739264
ue1,-108.0,-17.0,10.0,1,2025-06-07 23:29:23.179431
ue0,-107.0,-18.0,8.0,1,2025-06-07 23:29:23.990799
ue1,-108.0,-10.0,14.0,0,2025-06-07 23:29:24.430930
ue0,-107.0,-18.0,8.0,1,2025-06-07 23:29:25.254204
ue1,-108.0,-9.0,14.0,0,2025-06-07 23:29:25.682417
ue0,-106.0,-19.0,6.0,1,2025-06-07 23:29:26.513565
ue1,-107.0,-11.0,14.0,0,2025-06-07 23:29:26.933937
ue0,-106.0,-19.0,6.0,1,2025-06-07 23:29:27.783560
ue1,-108.0,-9.0,15.0,0,2025-06-07 23:29:28.185439
ue0,-106.0,-19.0,6.0,1,2025-06-07 23:29:29.035097
ue1,-108.0,-12.0,12.0,0,2025-06-07 23:29:29.443570
ue0,-106.0,-18.0,6.0,1,2025-06-07 23:29:30.285861
ue1,-110.0,-11.0,13.0,0,2025-06-07 23:29:30.697817
ue0,-106.0,-18.0,6.0,1,2025-06-07 23:29:31.537403
ue1,-110.0,-17.0,14.0,1,2025-06-07 23:29:31.948851
ue0,-106.0,-17.0,8.0,1,2025-06-07 23:29:32.802450
ue1,-109.0,-13.0,12.0,0,2025-06-07 23:29:33.199538
ue0,-106.0,-17.0,8.0,1,2025-06-07 23:29:34.053919
ue1,-108.0,-9.0,16.0,0,2025-06-07 23:29:34.451061
ue0,-105.0,-16.0,8.0,1,2025-06-07 23:29:35.311062
ue1,-109.0,-12.0,13.0,0,2025-06-07 23:29:35.702579
ue0,-105.0,-16.0,8.0,1,2025-06-07 23:29:36.562543
ue1,-107.0,-12.0,14.0,0,2025-06-07 23:29:36.954110
ue0,-105.0,-16.0,8.0,1,2025-06-07 23:29:37.834603
ue1,-107.0,-9.0,16.0,0,2025-06-07 23:29:38.205604
ue0,-106.0,-17.0,7.0,1,2025-06-07 23:29:39.097407
ue1,-108.0,-10.0,15.0,0,2025-06-07 23:29:39.461370
ue0,-106.0,-17.0,7.0,1,2025-06-07 23:29:40.363483
ue1,-108.0,-12.0,14.0,0,2025-06-07 23:29:40.712618
ue0,-106.0,-16.0,7.0,1,2025-06-07 23:29:41.621180
ue1,-109.0,-10.0,14.0,0,2025-06-07 23:29:41.977111
ue0,-106.0,-16.0,7.0,1,2025-06-07 23:29:42.883547
ue1,-109.0,-9.0,15.0,0,2025-06-07 23:29:43.233421
ue0,-105.0,-17.0,9.0,1,2025-06-07 23:29:44.163353
ue1,-108.0,-10.0,16.0,0,2025-06-07 23:29:44.485513
ue0,-105.0,-17.0,9.0,1,2025-06-07 23:29:45.414867
ue1,-108.0,-10.0,13.0,0,2025-06-07 23:29:45.737051
ue0,-106.0,-18.0,8.0,1,2025-06-07 23:29:46.666378
ue1,-109.0,-12.0,13.0,0,2025-06-07 23:29:46.988581
ue0,-106.0,-17.0,9.0,1,2025-06-07 23:29:47.922671
ue1,-111.0,-12.0,13.0,0,2025-06-07 23:29:48.239546
ue0,-106.0,-17.0,9.0,1,2025-06-07 23:29:49.189385
ue1,-109.0,-10.0,15.0,0,2025-06-07 23:29:49.491008
ue0,-106.0,-17.0,9.0,1,2025-06-07 23:29:50.440640
ue1,-110.0,-10.0,13.0,0,2025-06-07 23:29:50.742477
ue0,-106.0,-17.0,9.0,1,2025-06-07 23:29:51.691553
ue1,-109.0,-13.0,12.0,0,2025-06-07 23:29:51.993968
ue0,-106.0,-17.0,9.0,1,2025-06-07 23:29:52.943088
ue1,-111.0,-12.0,13.0,0,2025-06-07 23:29:53.245491
ue0,-107.0,-18.0,9.0,1,2025-06-07 23:29:54.194624
ue1,-108.0,-10.0,13.0,0,2025-06-07 23:29:54.496960
ue0,-107.0,-18.0,9.0,1,2025-06-07 23:29:55.446162
ue1,-107.0,-9.0,17.0,0,2025-06-07 23:29:55.747531
ue0,-106.0,-17.0,8.0,1,2025-06-07 23:29:56.713521
ue1,-107.0,-9.0,15.0,0,2025-06-07 23:29:56.999021
ue0,-106.0,-17.0,8.0,1,2025-06-07 23:29:57.965044
ue1,-109.0,-12.0,14.0,0,2025-06-07 23:29:58.250555
ue0,-107.0,-17.0,8.0,1,2025-06-07 23:29:59.217883
ue1,-109.0,-9.0,15.0,0,2025-06-07 23:29:59.502058
ue0,-107.0,-17.0,8.0,1,2025-06-07 23:30:00.469369
ue1,-108.0,-10.0,15.0,0,2025-06-07 23:30:00.759543
ue0,-107.0,-17.0,8.0,1,2025-06-07 23:30:01.727562
ue1,-107.0,-9.0,16.0,0,2025-06-07 23:30:02.012301
ue0,-107.0,-17.0,7.0,1,2025-06-07 23:30:02.979052
ue1,-105.0,-11.0,16.0,0,2025-06-07 23:30:03.263557
ue0,-107.0,-17.0,7.0,1,2025-06-07 23:30:04.230579
ue1,-105.0,-11.0,16.0,0,2025-06-07 23:30:04.515102
ue0,-106.0,-17.0,4.0,1,2025-06-07 23:30:05.482076
ue1,-104.0,-9.0,17.0,0,2025-06-07 23:30:05.766610
