Time,UE1 RSRP,UE1 RSRQ,UE1 SINR,UE1 Datagrams Loss Ratio,UE1 Total Datagrams
19:29:15,-71,-11,28,0.00E+00,1836
19:29:16,-71,-11,28,0.00E+00,1823
19:29:17,,,,0.00E+00,1836
19:29:18,-72,-11,28,0.00E+00,1832
19:29:19,-73,-11,28,0.00E+00,1825
19:29:20,-79,-11,28,0.00E+00,1837
19:29:21,-78,-11,29,0.00E+00,1826
19:29:22,-76,-11,29,0.00E+00,1809
19:29:23,-76,-11,27,0.00E+00,1857
19:29:24,-81,-11,27,0.00E+00,1837
19:29:25,-76,-11,29,0.00E+00,1825
19:29:26,-78,-11,30,0.00E+00,1823
19:29:27,-78,-11,30,0.00E+00,1835
19:29:28,-80,-11,30,0.00E+00,1836
19:29:29,-79,-11,29,0.00E+00,1836
19:29:30,-77,-11,29,0.00E+00,1813
19:29:31,,,,0.00E+00,1833
19:29:32,-79,-11,30,0.00E+00,1835
19:29:33,-76,-11,30,0.00E+00,1835
19:29:34,-73,-11,29,0.00E+00,1825
19:29:35,-74,-11,29,0.00E+00,1830
19:29:36,-74,-11,25,0.00E+00,1840
19:29:37,-76,-11,25,0.00E+00,1825
19:29:38,-76,-11,25,0.00E+00,1840
19:29:39,-78,-11,25,0.00E+00,1832
19:29:40,-76,-11,25,0.00E+00,1786
19:29:41,-74,-11,25,0.00E+00,1870
19:29:42,-74,-11,24,0.00E+00,1821
19:29:43,-77,-11,24,0.00E+00,1840
19:29:44,-76,-11,24,0.00E+00,1818
19:29:45,,,,0.00E+00,1848
19:29:46,-75,-11,25,0.00E+00,1836
19:29:47,-74,-11,25,0.00E+00,1825
19:29:48,-74,-11,25,0.00E+00,1828
19:29:49,-76,-11,25,0.00E+00,1834
19:29:50,-75,-11,25,0.00E+00,1828
19:29:51,-77,-11,25,0.00E+00,1805
19:29:52,-74,-11,26,0.00E+00,1854
19:29:53,-79,-11,26,0.00E+00,1836
19:29:54,-71,-11,28,0.00E+00,1834
19:29:55,-70,-11,28,0.00E+00,1828
19:29:56,-68,-11,30,0.00E+00,1836
19:29:57,-69,-11,30,0.00E+00,1835
19:29:58,-67,-11,30,0.00E+00,1825
19:29:59,,,,0.00E+00,1827
19:30:00,-74,-11,30,0.00E+00,1835
19:30:01,-70,-11,30,0.00E+00,1830
19:30:02,-66,-11,30,0.00E+00,1814
19:30:03,-70,-11,30,0.00E+00,1851
19:30:04,-70,-11,30,0.00E+00,1835
19:30:05,-69,-11,30,0.00E+00,1825
19:30:06,-72,-11,30,0.00E+00,1834
19:30:07,-74,-11,29,0.00E+00,1822
19:30:08,-77,-11,27,0.00E+00,1835
19:30:09,-73,-11,29,0.00E+00,1818
19:30:10,-72,-11,29,0.00E+00,1847
19:30:11,-76,-11,28,0.00E+00,1840
19:30:12,-75,-11,28,0.00E+00,1813
19:30:13,,,,0.00E+00,1850
19:30:14,-74,-11,28,0.00E+00,1826
19:30:15,-71,-11,29,0.00E+00,1834
19:30:16,-70,-11,29,0.00E+00,1827
19:30:17,-71,-11,28,0.00E+00,1836
19:30:18,-68,-11,29,0.00E+00,1823
19:30:19,-70,-11,29,0.00E+00,1835
19:30:20,-72,-11,29,0.00E+00,1834
19:30:21,-71,-11,29,0.00E+00,1826
19:30:22,-77,-11,29,0.00E+00,1827
19:30:23,-76,-11,23,0.00E+00,1835
19:30:24,-80,-11,23,0.00E+00,1832
19:30:25,-75,-11,22,0.00E+00,1828
19:30:26,-79,-11,23,0.00E+00,1828
19:30:27,-78,-11,23,0.00E+00,1838
19:30:28,,,,0.00E+00,1834
19:30:29,-76,-11,23,0.00E+00,1829
19:30:30,-74,-11,22,0.00E+00,1832
19:30:31,-77,-11,22,0.00E+00,1818
19:30:32,-76,-11,22,0.00E+00,1839
19:30:33,-73,-11,22,0.00E+00,1832
19:30:34,-76,-11,22,0.00E+00,1830
19:30:35,-77,-11,21,0.00E+00,1834
19:30:36,-76,-11,22,0.00E+00,1824
19:30:37,-77,-11,22,0.00E+00,1834
19:30:38,-81,-11,21,0.00E+00,1835
19:30:39,-75,-11,21,0.00E+00,1829
19:30:40,-75,-11,21,0.00E+00,1829
19:30:41,,,,0.00E+00,1836
19:30:42,-75,-11,22,0.00E+00,1834
19:30:43,-79,-11,22,0.00E+00,1828
19:30:44,-74,-11,24,0.00E+00,1830
19:30:45,-75,-11,23,0.00E+00,1821
19:30:46,-78,-11,22,0.00E+00,1830
19:30:47,-82,-12,22,0.00E+00,1837
19:30:48,-80,-11,22,0.00E+00,1834
19:30:49,-81,-11,22,0.00E+00,1827
19:30:50,-83,-11,22,0.00E+00,1828
19:30:51,-88,-11,22,0.00E+00,1763
19:30:52,-86,-11,17,2.00E-01,1553
19:30:53,-85,-11,24,5.00E-03,2186
19:30:54,-85,-11,19,0.00E+00,1824
19:30:55,-90,-11,19,0.00E+00,1835
19:30:56,,,,0.00E+00,1832
19:30:57,-86,-11,21,0.00E+00,1828
19:30:58,-89,-11,21,0.00E+00,1824
19:30:59,-88,-11,20,0.00E+00,1832
19:31:00,-89,-11,20,0.00E+00,1840
19:31:01,-89,-11,20,0.00E+00,1828
19:31:02,-89,-11,22,0.00E+00,1835
19:31:03,-87,-11,20,0.00E+00,1835
19:31:04,-88,-11,20,0.00E+00,1818
19:31:05,-89,-11,19,0.00E+00,1835
19:31:06,-88,-11,19,0.00E+00,1833
19:31:07,-88,-11,19,0.00E+00,1830
19:31:08,-87,-11,22,0.00E+00,1841
19:31:09,-87,-11,22,0.00E+00,1828
19:31:10,,,,0.00E+00,1822
19:31:11,-88,-11,20,0.00E+00,1842
19:31:12,-91,-11,21,0.00E+00,1824
19:31:13,-89,-11,20,0.00E+00,1835
19:31:14,-90,-11,20,0.00E+00,1828
19:31:15,-89,-11,20,0.00E+00,1827
19:31:16,-91,-11,20,0.00E+00,1840
19:31:17,-90,-11,20,0.00E+00,1823
19:31:18,-86,-11,20,0.00E+00,1839
19:31:19,-85,-11,20,0.00E+00,1830
19:31:20,-88,-11,20,0.00E+00,1836
19:31:21,-88,-11,23,0.00E+00,1823
19:31:22,-86,-11,23,0.00E+00,1839
19:31:23,-85,-11,20,0.00E+00,1828
19:31:24,,,,0.00E+00,1826
19:31:25,-88,-11,20,0.00E+00,1832
19:31:26,-86,-11,20,0.00E+00,1820
19:31:27,-88,-11,23,0.00E+00,1849
19:31:28,-89,-11,21,0.00E+00,1825
19:31:29,-87,-11,21,0.00E+00,1825
19:31:30,-86,-11,20,0.00E+00,1841
19:31:31,-84,-11,20,0.00E+00,1833
19:31:32,-92,-12,19,1.00E-01,1470
19:31:33,-89,-11,19,3.00E-01,1831
19:31:34,-84,-12,19,2.00E-01,1851
19:31:35,-82,-11,16,7.00E-02,1906
19:31:36,-82,-11,16,0.00E+00,2034
19:31:37,-74,-11,20,0.00E+00,1889
19:31:38,,,,0.00E+00,1834
19:31:39,-82,-11,24,0.00E+00,1667
19:31:40,-82,-11,25,1.00E-01,1655
19:31:41,-87,-12,25,1.00E-02,1810
19:31:42,-87,-11,17,7.00E-02,1838
19:31:43,-86,-12,17,3.00E-01,1853
19:31:44,-92,-12,15,3.00E-01,1803
19:31:45,-114,-19,13,6.00E-01,1811
19:31:46,-113,-23,2,8.00E-01,1832
19:31:47,-106,-18,4,7.00E-01,1849
19:31:48,-108,-17,5,5.00E-01,1831
19:31:49,-107,-17,5,5.00E-01,1830
19:31:50,-113,-20,2,5.00E-01,1832
19:31:51,-100,-16,2,5.00E-01,1828
19:31:52,,,,4.00E-01,1834
19:31:53,-98,-13,3,4.00E-01,1838
19:31:54,-95,-11,7,1.00E-01,1850
19:31:55,-95,-11,11,5.00E-02,1813
19:31:56,-93,-11,11,6.00E-02,1924
19:31:57,-98,-11,11,0.00E+00,1931
19:31:58,-100,-12,11,2.00E-01,1636
19:31:59,-107,-13,10,2.00E-01,1821
19:32:00,-105,-14,10,2.00E-01,1846
19:32:01,-104,-12,9,1.00E-01,1823
19:32:02,-103,-13,10,2.00E-01,1828
19:32:03,-97,-13,10,2.00E-01,1834
19:32:04,-102,-12,11,1.00E-01,1828
19:32:05,-100,-12,13,2.00E-01,1822
19:32:06,,,,1.00E-01,1848
19:32:07,-98,-13,8,2.00E-01,1832
19:32:08,-97,-12,8,1.00E-02,1870
19:32:09,-99,-12,7,1.00E-01,1793
19:32:10,-103,-14,7,2.00E-01,1830
19:32:11,-100,-12,7,2.00E-01,1832
19:32:12,-100,-12,11,2.00E-01,1825
19:32:13,-99,-11,8,2.00E-01,1834
19:32:14,-100,-12,10,2.00E-01,1830
19:32:15,-100,-13,10,9.00E-02,1835
19:32:16,-98,-12,10,9.00E-03,1973
19:32:17,-97,-12,10,0.00E+00,1871
19:32:18,-104,-13,10,0.00E+00,1778
19:32:19,-101,-12,10,0.00E+00,1726
19:32:20,,,,5.00E-02,1850
19:32:21,-97,-11,8,0.00E+00,1997
19:32:22,-98,-11,7,0.00E+00,1870
19:32:23,-98,-12,7,0.00E+00,1924
19:32:24,-98,-11,15,0.00E+00,1830
19:32:25,-99,-12,15,0.00E+00,1721
19:32:26,-98,-12,14,0.00E+00,1613
19:32:27,-97,-11,14,3.00E-01,1808
19:32:28,-97,-11,12,3.00E-01,1844
19:32:29,-99,-12,7,6.00E-02,1828
19:32:30,-101,-13,7,2.00E-01,1829
19:32:31,-100,-11,11,2.00E-01,1826
19:32:32,-99,-12,6,3.00E-02,1850
19:32:33,-96,-12,7,2.00E-01,1815
19:32:34,,,,1.00E-01,1841
19:32:35,-97,-12,7,6.00E-02,1825
19:32:36,-100,-12,12,2.00E-01,1828
19:32:37,-97,-12,12,2.00E-01,1834
19:32:38,-99,-12,9,2.00E-01,1837
19:32:39,-100,-13,5,1.00E-01,1832
19:32:40,-95,-12,5,9.00E-02,1811
19:32:41,-98,-13,6,9.00E-02,1844
19:32:42,-100,-12,6,5.00E-02,1832
19:32:43,-95,-12,6,2.00E-02,1832
19:32:44,-97,-13,5,3.00E-02,1845
19:32:45,-98,-13,5,1.00E-01,1823
19:32:46,-100,-13,3,1.00E-01,1817
19:32:47,-90,-12,6,8.00E-02,1957
19:32:48,,,,1.00E-01,1712
19:32:49,-98,-12,10,2.00E-01,1839
19:32:50,-105,-13,10,1.00E-01,1821
19:32:51,-104,-14,4,1.00E-02,1833
19:32:52,-102,-12,4,2.00E-01,1826
19:32:53,-101,-12,5,3.00E-01,1838
19:32:54,-104,-14,5,3.00E-01,1829
19:32:55,-103,-13,4,3.00E-01,1828
19:32:56,-101,-12,6,3.00E-01,1831
19:32:57,-97,-12,4,9.00E-02,1835
19:32:58,-99,-13,4,2.00E-01,1828
19:32:59,-107,-15,4,2.00E-01,1838
19:33:00,-107,-14,4,6.00E-03,1902
19:33:01,-103,-12,4,2.00E-01,1759
19:33:02,-99,-12,5,2.00E-01,1827
19:33:03,,,,9.00E-02,1826
19:33:04,-104,-13,5,1.00E-01,1841
19:33:05,-103,-12,5,1.00E-01,1828
19:33:06,-101,-12,6,9.00E-02,1880
19:33:07,-104,-14,8,0.00E+00,1888
19:33:08,-103,-14,8,4.00E-02,1728
19:33:09,-104,-14,9,2.00E-01,1823
19:33:10,-101,-14,9,2.00E-01,1838
19:33:11,-104,-15,2,2.00E-01,1826
19:33:12,-98,-13,2,3.00E-01,1836
19:33:13,-101,-13,4,1.00E-01,1828
